number,bottlecode,filtered,system,station,intent,lat,lon,groupname,datecollect,timecollect,watertype,depth_m,poresizeiffiltered_micron,ambientTF,experimenttype,methodcollect,sampleuser,recorduser,note,flag,dateentered
618,1069-01,F,Red Bluff Reservoir,RB2,dnp,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
619,1090-01,F,Red Bluff Reservoir,RB3,dnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
620,1091-01,F,Red Bluff Reservoir,RB3,dnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
621,1092-01,F,Red Bluff Reservoir,RB3,dnp,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
622,1104-01,F,Red Bluff Reservoir,RB4,dnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
623,1102-01,F,Red Bluff Reservoir,RB4,dnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
624,1103-01,F,Red Bluff Reservoir,RB4,dnp,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
625,1078-01,F,Red Bluff Reservoir,RB5,dnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
626,1080-01,F,Red Bluff Reservoir,RB5,dnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
627,1079-01,F,Red Bluff Reservoir,RB5,dnp,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
628,1056-01,F,Red Bluff Reservoir,RB6,dnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
629,1055-01,F,Red Bluff Reservoir,RB6,dnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
630,1057-01,F,Red Bluff Reservoir,RB6,dnp,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
631,1136-01,F,Red Bluff Reservoir,RB1,ic,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
632,1135-01,F,Red Bluff Reservoir,RB1,ic,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
633,1137-01,F,Red Bluff Reservoir,RB1,ic,31.901717,-103.913717,flame,8/8/2022,10:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
634,0815-01,F,Red Bluff Reservoir,RB2,ic,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
635,0832-01,F,Red Bluff Reservoir,RB2,ic,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
636,0819-01,F,Red Bluff Reservoir,RB2,ic,32.00235,-103.979733,flame,8/8/2022,11:35,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
637,1131-01,F,Red Bluff Reservoir,RB3,ic,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
638,1138-01,F,Red Bluff Reservoir,RB3,ic,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
639,1139-01,F,Red Bluff Reservoir,RB3,ic,31.986317,-103.981383,flame,8/8/2022,11:52,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
640,1126-01,F,Red Bluff Reservoir,RB4,ic,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
641,1125-01,F,Red Bluff Reservoir,RB4,ic,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
642,1127-01,F,Red Bluff Reservoir,RB4,ic,31.969367,-103.947133,flame,8/8/2022,12:12,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
643,0798-01,F,Red Bluff Reservoir,RB5,ic,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
644,1118-01,F,Red Bluff Reservoir,RB5,ic,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
645,0813-01,F,Red Bluff Reservoir,RB5,ic,31.9463,-103.942183,flame,8/8/2022,12:25,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
646,0791-01,F,Red Bluff Reservoir,RB6,ic,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
647,0788-01,F,Red Bluff Reservoir,RB6,ic,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
648,0790-01,F,Red Bluff Reservoir,RB6,ic,31.928883,-103.91895,flame,8/8/2022,12:38,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
649,0701-13,UF,Lake Arrowhead,AH1,DOC/DIC,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,,TRUE,none,grab,,MM/MB,,,11/27/2022
650,0891-13,UF,Lake Arrowhead,AH2,DOC/DIC,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,,TRUE,none,grab,,MM/MB,,,11/27/2022
651,0888-13,UF,Lake Arrowhead,AH3,DOC/DIC,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,,TRUE,none,grab,,MM/MB,,,11/27/2022
652,0896-13,UF,Lake Arrowhead,AH4,DOC/DIC,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,,TRUE,none,grab,,MM/MB,,,11/27/2022
653,0893-13,UF,Lake Arrowhead,AH5,DOC/DIC,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,,TRUE,none,grab,,MM/MB,,,11/27/2022
654,1190-16,UF,Lake Arrowhead,AH1,UF bottle,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
655,1191-16,UF,Lake Arrowhead,AH2,UF bottle,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
656,1188-16,UF,Lake Arrowhead,AH3,UF bottle,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
657,1194-16,UF,Lake Arrowhead,AH4,UF bottle,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
658,1193-16,UF,Lake Arrowhead,AH5,UF bottle,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
659,1159-17,UF,Lake Arrowhead,AH1,F bottle,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
660,1154-17,UF,Lake Arrowhead,AH2,F bottle,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
661,1162-17,UF,Lake Arrowhead,AH3,F bottle,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
662,1161-17,UF,Lake Arrowhead,AH4,F bottle,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
663,1157-17,UF,Lake Arrowhead,AH5,F bottle,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
664,0711-04,UF,Lake Arrowhead,AH1,tnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
665,0707-04,UF,Lake Arrowhead,AH1,tnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
666,0720-04,UF,Lake Arrowhead,AH1,tnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
667,0764-02,UF,Lake Arrowhead,AH2,tnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
668,0765-02,UF,Lake Arrowhead,AH2,tnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
669,0710-04,UF,Lake Arrowhead,AH2,tnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
670,0718-04,UF,Lake Arrowhead,AH3,tnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
671,0726-04,UF,Lake Arrowhead,AH3,tnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
672,0286-15,UF,Lake Arrowhead,AH3,tnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
673,0712-04,UF,Lake Arrowhead,AH4,tnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
674,0724-04,UF,Lake Arrowhead,AH4,tnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
675,0579-04,UF,Lake Arrowhead,AH4,tnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
676,0767-02,UF,Lake Arrowhead,AH5,tnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
677,0733-04,UF,Lake Arrowhead,AH5,tnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
678,0732-04,UF,Lake Arrowhead,AH5,tnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,,TRUE,none,grab,,MM,,,11/27/2022
679,1006-01,F,Lake Arrowhead,AH1,tdnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
680,1007-01,F,Lake Arrowhead,AH1,tdnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
681,1008-01,F,Lake Arrowhead,AH1,tdnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
682,1009-01,F,Lake Arrowhead,AH2,tdnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
683,1010-01,F,Lake Arrowhead,AH2,tdnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
684,1011-01,F,Lake Arrowhead,AH2,tdnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
685,1012-01,F,Lake Arrowhead,AH3,tdnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
686,1013-01,F,Lake Arrowhead,AH3,tdnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
687,1014-01,F,Lake Arrowhead,AH3,tdnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
688,1018-01,F,Lake Arrowhead,AH4,tdnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
689,1019-01,F,Lake Arrowhead,AH4,tdnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
690,1020-01,F,Lake Arrowhead,AH4,tdnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
691,0994-01,F,Lake Arrowhead,AH5,tdnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
692,0995-01,F,Lake Arrowhead,AH5,tdnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
693,0996-01,F,Lake Arrowhead,AH5,tdnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
694,1093-01,F,Lake Arrowhead,AH1,dnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
695,1094-01,F,Lake Arrowhead,AH1,dnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
696,1095-01,F,Lake Arrowhead,AH1,dnp,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
697,1096-01,F,Lake Arrowhead,AH2,dnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
698,1097-01,F,Lake Arrowhead,AH2,dnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
699,1098-01,F,Lake Arrowhead,AH2,dnp,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
700,1099-01,F,Lake Arrowhead,AH3,dnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
701,1100-01,F,Lake Arrowhead,AH3,dnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
702,1101-01,F,Lake Arrowhead,AH3,dnp,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
703,1105-01,F,Lake Arrowhead,AH4,dnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
704,1106-01,F,Lake Arrowhead,AH4,dnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
705,1107-01,F,Lake Arrowhead,AH4,dnp,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
706,1084-01,F,Lake Arrowhead,AH5,dnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
707,1085-01,F,Lake Arrowhead,AH5,dnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
708,1086-01,F,Lake Arrowhead,AH5,dnp,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
709,1128-01,F,Lake Arrowhead,AH1,ic,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
710,1129-01,F,Lake Arrowhead,AH1,ic,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
711,1130-01,F,Lake Arrowhead,AH1,ic,33.74623,-98.3876,flame,8/12/2022,9:48,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
712,1119-01,F,Lake Arrowhead,AH2,ic,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
713,1120-01,F,Lake Arrowhead,AH2,ic,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
714,1121-01,F,Lake Arrowhead,AH2,ic,33.68267,-98.4266,flame,8/12/2022,10:17,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
715,1122-01,F,Lake Arrowhead,AH3,ic,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
716,1123-01,F,Lake Arrowhead,AH3,ic,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
717,1124-01,F,Lake Arrowhead,AH3,ic,33.76283,-98.3658,flame,8/12/2022,11:08,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
718,1132-01,F,Lake Arrowhead,AH4,ic,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
719,1133-01,F,Lake Arrowhead,AH4,ic,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
720,11134-01,F,Lake Arrowhead,AH4,ic,33.70428,-98.3622,flame,8/12/2022,11:41,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
721,0799-01,F,Lake Arrowhead,AH5,ic,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
722,0827-01,F,Lake Arrowhead,AH5,ic,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
723,0828-01,F,Lake Arrowhead,AH5,ic,33.67108,-98.3864,flame,8/12/2022,12:05,surface,0.25,0.7,TRUE,none,grab,,MM,,,11/27/2022
724,1216-13,UF,Lake Waco,LW1,DOC/DIC,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,,TRUE,none,grab,,MM,South Arm,,11/27/2022
725,0884-13,UF,Lake Waco,LW2,DOC/DIC,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,,TRUE,none,grab,,MM,North Arm,,11/27/2022
726,1214-13,UF,Lake Waco,LW3,DOC/DIC,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,,TRUE,none,grab,,MM,Middle,,11/27/2022
727,1206-16,UF,Lake Waco,LW1,UF bottle,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,,TRUE,none,grab,,MM,South Arm,,11/27/2022
728,1203-16,UF,Lake Waco,LW2,UF bottle,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,,TRUE,none,grab,,MM,North Arm,,11/27/2022
729,1201-16,UF,Lake Waco,LW3,UF bottle,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,,TRUE,none,grab,,MM,Middle,,11/27/2022
730,0935-17,UF,Lake Waco,LW1,F bottle,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,,TRUE,none,grab,,MM,South Arm,,11/27/2022
731,1168-17,UF,Lake Waco,LW2,F bottle,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,,TRUE,none,grab,,MM,North Arm,,11/27/2022
732,1171-17,UF,Lake Waco,LW3,F bottle,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,,TRUE,none,grab,,MM,Middle,,11/27/2022
733,1047-02,UF,Lake Waco,LW1,tnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,,TRUE,none,grab,,MM,South Arm,,11/27/2022
734,1048-02,UF,Lake Waco,LW1,tnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,,TRUE,none,grab,,MM,South Arm,,11/27/2022
735,1049-02,UF,Lake Waco,LW1,tnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,,TRUE,none,grab,,MM,South Arm,,11/27/2022
736,1035-02,UF,Lake Waco,LW2,tnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,,TRUE,none,grab,,MM,North Arm,,11/27/2022
737,1036-02,UF,Lake Waco,LW2,tnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,,TRUE,none,grab,,MM,North Arm,,11/27/2022
738,1037-02,UF,Lake Waco,LW2,tnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,,TRUE,none,grab,,MM,North Arm,,11/27/2022
739,1023-02,UF,Lake Waco,LW3,tnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,,TRUE,none,grab,,MM,Middle,,11/27/2022
740,1024-02,UF,Lake Waco,LW3,tnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,,TRUE,none,grab,,MM,Middle,,11/27/2022
741,1025-02,UF,Lake Waco,LW3,tnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,,TRUE,none,grab,,MM,Middle,,11/27/2022
742,1264-01,F,Lake Waco,LW1,tdnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
743,1265-01,F,Lake Waco,LW1,tdnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
744,1266-01,F,Lake Waco,LW1,tdnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
745,1267-01,F,Lake Waco,LW2,tdnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
746,1268-01,F,Lake Waco,LW2,tdnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
747,1269-01,F,Lake Waco,LW2,tdnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
748,1270-01,F,Lake Waco,LW3,tdnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
749,1271-01,F,Lake Waco,LW3,tdnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
750,1272-01,F,Lake Waco,LW3,tdnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
751,1360-01,F,Lake Waco,LW1,dnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
752,1361-01,F,Lake Waco,LW1,dnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
753,1362-01,F,Lake Waco,LW1,dnp,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
754,1363-01,F,Lake Waco,LW2,dnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
755,1364-01,F,Lake Waco,LW2,dnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
756,1365-01,F,Lake Waco,LW2,dnp,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
757,1366-01,F,Lake Waco,LW3,dnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
758,1367-01,F,Lake Waco,LW3,dnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
759,1368-01,F,Lake Waco,LW3,dnp,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
760,1147-01,F,Lake Waco,LW1,ic,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
761,1148-01,F,Lake Waco,LW1,ic,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
762,1149-01,F,Lake Waco,LW1,ic,31.5278,-97.23756,flame,9/16/2022,11:05,surface,0.25,0.7,TRUE,none,grab,,MM,South Arm,,11/27/2022
763,1144-01,F,Lake Waco,LW2,ic,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
764,1145-01,F,Lake Waco,LW2,ic,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
765,1146-01,F,Lake Waco,LW2,ic,31.59106,-97.2631,flame,9/16/2022,11:37,surface,0.25,0.7,TRUE,none,grab,,MM,North Arm,,11/27/2022
766,1296-01,F,Lake Waco,LW3,ic,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
767,1297-01,F,Lake Waco,LW3,ic,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
768,1298-01,F,Lake Waco,LW3,ic,31.57811,-97.22513,flame,9/16/2022,12:09,surface,0.25,0.7,TRUE,none,grab,,MM,Middle,,11/27/2022
769,1218-13,UF,Lake Waco,Site 1,DOC/DIC,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
770,1220-13,UF,Lake Waco,Site 2,DOC/DIC,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
771,1217-13,UF,Lake Waco,Site 3,DOC/DIC,,,flame,10/14/2022,12:15,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
772,1221-13,UF,Lake Waco,Site 4,DOC/DIC,,,flame,10/14/2022,13:31,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
773,0934-17,UF,Lake Waco,Site 1,UF bottle,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
774,1172-17,UF,Lake Waco,Site 2,UF bottle,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
775,0936-17,UF,Lake Waco,Site 3,UF bottle,,,flame,10/14/2022,12:15,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
776,1174-17,UF,Lake Waco,Site 4,UF bottle,,,flame,10/14/2022,13:31,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
777,1205-16,UF,Lake Waco,Site 1,F bottle,31.59106,-97.2631,flame,10/14/2022,10:55,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
778,1209-16,UF,Lake Waco,Site 2,F bottle,31.5278,-97.23756,flame,10/14/2022,12:02,surface,0.25,,TRUE,none,grab,MB,MB,,,11/27/2022
